Sample pc1 pc2 pc3 pc4 pc5 pc6 pc7 pc8 pc9 pc10 pc11 pc12 pc13 pc14 pc15 pc16 pc17 pc18 pc19 pc20 Population Population.2
NA20775 63.1068 102.923 -16.8129 36.6213 -1.22048 -22.4214 1.31707 -0.764975 0.368593 -0.616583 6.32171 -4.30788 -3.36721 6.26003 3.27301 0.907579 10.7784 -5.13128 1.17985 -15.4774 TSI EUR
NA20778 63.3651 104.265 -15.4915 40.3711 -3.91061 -23.8763 -3.56552 5.07083 0.133021 -2.18315 0.532187 -5.1454 -0.963039 3.65415 -0.642418 4.66462 8.65636 -4.25275 2.21951 -8.94817 TSI EUR
NA20783 62.5722 104.566 -15.4383 36.4912 -5.31244 -25.4354 -0.196699 4.45663 -4.38965 -0.363202 4.23584 -12.3181 -0.0606905 4.85838 -5.63394 -1.58349 3.10484 -8.79672 7.21567 -13.7041 TSI EUR
NA20785 61.8391 101.656 -16.6358 37.2365 -4.49176 -21.7031 -0.79616 1.92815 -0.23621 -12.6587 4.49796 -4.57277 -7.70633 4.83891 -7.76251 1.69376 2.85838 -7.97175 2.37301 -9.22387 TSI EUR
NA20786 60.8358 102.459 -16.152 34.6687 -4.51916 -30.0983 -1.0996 3.01187 -1.12499 12.9152 6.13523 -16.7547 2.45683 1.72 -3.9596 -0.135267 4.38876 -9.85775 2.66924 -15.964 TSI EUR
NA20787 60.9789 104.954 -13.7175 37.5161 -4.66137 -26.7948 0.331079 2.6831 5.3451 12.8052 1.42182 -10.8489 4.06138 6.18593 -4.08876 1.13522 8.18602 -8.95439 7.62614 -16.0038 TSI EUR
NA20790 60.8288 106.086 -17.6966 38.1223 -2.056 -24.1827 -4.10208 5.15953 -2.79005 11.2481 10.632 -11.0998 -4.34658 4.69903 -14.8204 1.27516 6.50078 -9.38688 4.80856 -16.32 TSI EUR
NA20792 63.5725 102.976 -17.2529 35.2226 -5.3423 -25.0674 0.0590595 4.61813 0.401551 -18.5917 -1.66473 -6.55598 -7.40712 6.58064 3.15274 0.0899456 3.1222 -8.3567 8.89826 -8.58376 TSI EUR
NA20795 59.6893 102.537 -18.2285 35.4519 -4.59028 -26.7484 -1.19881 0.0306184 -3.11228 15.4295 8.51863 -8.46211 1.59935 3.33471 -11.0558 0.26157 5.44572 -9.64274 2.99006 -14.5037 TSI EUR
NA20796 62.4857 104.628 -16.807 34.4987 -5.70655 -23.9534 -0.383821 1.71362 -1.081 11.6702 5.38435 -13.3016 -0.584809 -1.18522 -4.75792 0.744541 -1.49057 -11.9695 0.833326 -10.0153 TSI EUR
NA20797 59.5891 102.192 -14.841 38.7176 -5.87638 -25.0343 -1.9336 3.19312 -0.929394 1.22769 3.51373 -4.54186 -1.51529 3.98215 -2.78433 1.95683 6.26454 -10.54 3.15792 -8.88929 TSI EUR
NA20798 62.2152 100.967 -15.6113 35.7153 -1.24241 -27.3185 -0.783989 2.7965 0.392949 -1.8536 6.80778 -2.01783 -8.50176 3.93095 0.317358 2.49176 3.97408 -9.96974 5.96593 -11.9315 TSI EUR
NA20799 62.4305 104.133 -19.4295 39.6608 -5.9121 -27.7675 -1.86665 2.67614 -1.11252 -5.22656 -0.391479 -9.05544 -2.5466 2.15097 -8.49891 -0.763188 11.1472 -3.69209 3.26378 -13.5015 TSI EUR
NA20800 60.2283 104.891 -17.071 37.0298 -4.21581 -25.46 -1.74692 3.16476 -3.3997 -21.7565 -4.27698 -1.07472 1.82631 11.4961 1.58072 4.34815 3.71712 -4.59716 4.346 -9.63265 TSI EUR
NA20801 62.6187 105.048 -19.19 36.5649 -4.55244 -24.5517 0.713083 2.90431 -0.185763 16.3315 6.60792 -11.355 1.95516 3.58617 -7.47761 2.574 1.54374 -6.63393 0.37578 -8.81745 TSI EUR
NA20802 59.9687 103.227 -18.3814 40.998 -3.5995 -31.0272 -0.113218 6.1921 0.321159 9.18189 -0.70494 -9.74675 5.26188 0.0684297 -5.55419 -2.674 0.466787 -12.1772 6.85984 -14.9703 TSI EUR
NA20803 61.4767 105.26 -16.5002 36.3094 -4.29151 -23.9465 -2.24078 2.24535 -4.01076 -4.87155 5.29726 -10.0602 -4.67203 2.29111 0.734029 2.0981 3.96758 -10.2371 4.26465 -11.8272 TSI EUR
NA20804 61.7414 101.723 -16.9344 38.3203 -2.35135 -25.0687 -2.08458 0.0915887 -1.34789 -7.76256 2.49552 -6.84069 -0.15849 9.42997 -8.12781 -1.77685 1.78215 -5.02512 2.55444 -8.01881 TSI EUR
NA20805 62.0757 105.21 -18.1751 38.8109 -6.84176 -28.4998 -2.16395 5.67573 1.93609 0.708935 10.3081 -5.63382 -0.207595 1.14595 -8.11602 -4.02243 4.04441 -12.3568 4.23598 -12.6183 TSI EUR
NA20806 61.9674 104.928 -17.2813 36.7581 -4.8333 -26.5371 -1.24717 4.24682 -0.703051 7.68514 5.3109 -9.15578 0.74474 -2.8601 -2.94675 -0.366535 -0.509042 -5.9872 2.17464 -10.5574 TSI EUR
NA20807 63.1825 101.643 -14.9413 36.955 -4.57556 -21.8503 -2.01217 -0.568774 1.54551 -7.84315 2.74256 -10.7549 -0.685418 0.798728 -0.674798 0.862077 11.3579 -6.93675 4.49909 -10.0012 TSI EUR
NA20808 62.6247 102.382 -16.4154 36.8307 -3.41583 -25.2759 -2.12884 1.21235 -1.93725 -17.8264 0.430493 2.86138 -6.71746 7.24872 -2.73778 2.7698 7.86257 -9.68628 1.86455 -8.96969 TSI EUR
NA20809 60.2428 102.749 -16.6388 39.081 -4.98182 -21.3653 -4.39132 1.32113 -5.49496 -21.3628 -0.954917 -2.44661 -6.96113 10.4643 -2.30879 0.543262 3.05925 -4.19555 5.53756 -9.33653 TSI EUR
NA20810 62.669 103.148 -18.1936 35.3581 -2.77528 -27.9867 -0.548418 3.38101 1.89011 12.5874 6.81386 -8.86392 4.93767 2.63057 -3.88243 4.78796 -2.16852 -9.55351 -0.334587 -14.2866 TSI EUR
NA20811 59.0819 105.603 -20.4162 33.5832 -4.26416 -25.1372 -2.24737 5.09791 -6.12051 5.40207 0.994471 -11.429 4.40315 3.72342 -6.85119 -3.93373 3.38096 -8.85571 4.84002 -11.1394 TSI EUR
NA20812 63.3949 102.886 -20.5563 36.1005 -2.06086 -22.0246 -1.66992 4.90582 -1.47376 9.72904 5.86539 -17.6095 3.99537 8.28697 -2.99968 -0.480738 -0.970932 -9.8086 1.20944 -16.4153 TSI EUR
NA20813 62.7558 104.34 -14.7287 35.4958 -5.33306 -23.8147 -2.96183 2.57037 -4.11657 3.21628 6.03555 -5.56896 2.46487 -1.46083 -4.65593 -2.21898 -5.28634 -7.80935 -2.13422 -6.35802 TSI EUR
NA20814 61.3346 101.159 -16.1493 37.9586 -2.18156 -25.0376 -1.72518 2.44868 -2.08311 1.2635 2.84743 -5.38558 1.0162 2.03174 0.720669 0.162566 12.4813 -8.55398 1.25797 -15.7675 TSI EUR
NA20815 59.6305 104.074 -19.0379 39.4914 -5.82197 -24.0765 -4.58263 4.43973 -0.408198 -8.46118 2.4733 -8.9898 -4.8251 2.35407 -3.28011 0.853445 8.31091 -9.97115 2.2969 -11.71 TSI EUR
NA20818 63.1463 102.537 -14.9603 36.3738 -5.03982 -26.7014 -3.09379 3.94503 -3.12424 8.37119 10.0902 -15.3309 5.11729 7.68435 -5.86326 1.18724 0.27391 -7.07481 3.42616 -9.71065 TSI EUR
NA20819 63.8528 100.171 -15.3217 35.588 -5.26151 -17.3511 -1.84477 3.43033 0.483868 11.5676 4.61293 -5.76987 2.45628 -5.39185 -6.09809 2.66202 6.84891 -11.3668 0.687796 -15.7467 TSI EUR
NA20821 62.1075 102.062 -16.501 35.2883 -3.56563 -23.4736 0.424171 0.541903 -8.85569 -17.131 2.49151 0.731313 0.119914 19.1873 -2.45173 2.15627 6.05185 -6.33194 4.45529 -7.83927 TSI EUR
NA20822 61.3742 101.871 -18.1353 37.9857 -3.49966 -24.9106 -2.93185 2.38721 -2.21054 1.18979 2.78201 -7.83684 -4.67273 8.3024 -4.08163 -0.249231 4.57457 -2.91555 8.17576 -8.72627 TSI EUR
NA20826 61.9771 104.542 -15.0759 35.461 -5.565 -23.513 1.72947 -0.684197 -6.71732 -21.0937 7.08185 -4.63538 -6.75157 10.0831 -4.03059 0.0691623 6.33141 -14.7599 11.3202 -12.2637 TSI EUR
NA20827 62.5876 103.793 -15.9684 37.3126 -0.810252 -22.4742 -1.47841 1.64741 -6.39377 -13.4677 -0.37534 -10.5532 -3.40079 9.41515 -2.97131 1.28551 1.04573 -9.68074 3.38199 -7.4094 TSI EUR
NA20828 60.1928 104.845 -15.6301 34.6684 -4.22018 -27.4535 -0.207213 0.781996 -3.07282 -9.82526 5.71176 -9.3236 -12.2019 5.22331 -8.22345 2.31885 9.01987 -12.9096 4.56944 -16.9477 TSI EUR
NA20832 61.7231 102.501 -18.0203 36.1602 -3.06947 -27.1704 -2.2248 5.2596 4.70712 1.9547 5.62738 -4.21781 -0.620353 3.26138 -4.2947 1.60973 4.02388 -7.05349 5.36716 -7.59056 TSI EUR
NA20845 64.6565 39.4723 62.93 -26.4477 0.519685 1.12934 -0.0605903 0.377513 -5.99566 -1.28864 6.30189 -13.9953 2.5949 4.65929 1.69792 -1.25109 -8.10839 6.26688 -3.17389 4.71633 GIH SAS
NA20846 67.0204 41.2224 64.5632 -25.1484 -0.519196 1.92045 2.08244 1.02695 -15.8959 -23.2738 -4.03481 -2.0634 -4.22049 5.36163 -1.71793 3.03193 4.78237 -2.90404 -5.11529 0.558263 GIH SAS
NA20847 66.712 34.852 78.2661 -37.4745 1.94768 1.10464 -1.17153 2.18113 -65.623 12.4037 -7.13505 6.52809 10.1796 -7.74345 -1.72114 -4.6454 6.46449 -0.453435 -5.64897 4.85684 GIH SAS
NA20849 65.928 35.088 77.0073 -34.2774 1.23276 4.3601 -2.46534 1.05097 -61.5411 7.15269 -5.8492 8.66404 3.68473 -4.40452 3.61392 -0.0247435 10.9443 0.637797 -1.25824 2.95654 GIH SAS
NA20850 69.4735 49.0191 52.2171 -17.3391 3.10068 6.04182 0.684144 0.890863 -8.56687 13.6116 10.1983 -11.9052 6.2333 -0.551487 -6.36726 -1.21612 -2.18307 -4.11634 0.687337 -5.66815 GIH SAS
NA20851 66.4409 32.5494 76.7678 -33.5164 1.44653 0.744986 -1.43462 0.361412 -60.5939 10.8416 -10.1938 4.69883 6.58027 -9.84191 -0.533018 1.87682 -3.68284 2.66367 3.53231 0.60767 GIH SAS
NA20852 67.9624 40.453 64.3452 -24.1935 0.392766 5.59175 1.3098 -1.81353 -6.65766 -11.2167 -4.54802 -4.12116 -3.38464 6.58877 -4.38916 -4.05358 1.89832 -0.144808 -6.59547 -0.416922 GIH SAS
NA20853 66.6409 33.0518 75.1229 -36.5862 1.61639 4.47262 0.346308 0.544518 -54.597 7.49778 -3.9065 6.44465 1.72253 -4.68948 -0.340476 -2.35758 3.22018 -3.47592 1.8028 1.59616 GIH SAS
NA20854 66.8688 41.9592 63.8338 -23.2836 -0.719181 1.63483 2.14239 -0.138864 -2.27238 -4.36589 2.80208 -4.41231 -1.58546 6.83024 0.977835 -5.30116 -6.793 0.293355 2.53558 2.45314 GIH SAS
NA20856 66.9149 36.3403 78.3654 -32.0244 -1.62603 2.10585 -0.124986 2.10885 -57.7888 11.6704 -7.88608 0.714621 6.37763 -9.82734 -1.42463 -2.62314 -3.78812 -2.87198 -8.88892 1.26605 GIH SAS
NA20858 65.7811 56.4932 48.7856 -17.7533 0.96784 -0.512946 1.73913 2.45269 -9.75742 2.68268 7.89772 -18.2902 1.52964 12.7444 0.112544 1.47571 -4.74509 0.776396 7.94519 -4.67225 GIH SAS
NA20859 66.9638 34.7413 78.1866 -32.4959 2.40091 0.702678 0.896322 -0.232021 -67.3618 0.560071 -10.5372 13.9308 4.89529 -2.61661 -0.371171 -5.35956 2.2841 5.98294 -0.0727175 6.15524 GIH SAS
NA20861 65.3698 32.8474 79.5263 -38.084 2.62296 3.44332 -0.858221 0.0228627 -59.0634 -1.00882 -9.3183 7.432 3.40148 -6.00151 -4.58678 1.73618 5.05701 0.234188 -2.92683 2.02285 GIH SAS
NA20862 65.2781 52.3712 53.1748 -19.3936 1.80404 7.1674 -1.3533 1.61317 -9.71136 1.9153 0.00315265 -14.3465 3.44329 0.980257 -2.05836 -0.115263 -0.346826 -0.911885 -0.778855 -0.712122 GIH SAS
NA20863 64.9149 33.5117 78.263 -33.7546 1.52378 0.721389 1.24552 1.80298 -57.8974 8.41851 -5.61025 10.0585 7.32243 -1.9943 2.8971 -0.392222 5.09328 -6.17736 -0.0971382 1.4493 GIH SAS
NA20864 66.9822 47.9538 59.522 -22.4888 1.47005 -1.12359 -0.480105 3.2903 3.07825 11.8138 13.2304 -29.5637 -5.88753 42.3095 -0.269268 -4.31484 -68.3964 1.70683 -4.16458 21.3134 GIH SAS
NA20866 64.8665 39.8921 66.9559 -26.7837 0.565122 4.42676 3.05462 -1.39387 -7.3672 -19.0258 4.45743 -1.10872 -2.25977 8.75036 7.99563 -0.423132 1.05595 -6.51885 -1.43282 0.991295 GIH SAS
NA20867 67.2839 34.9699 76.5538 -33.0383 0.26442 1.60942 1.98431 4.10549 -54.2072 10.7219 -5.51874 6.92457 2.87794 -0.130345 -6.76016 -0.697512 4.60845 0.810589 -5.89383 4.83183 GIH SAS
NA20868 64.8656 33.0817 80.0135 -35.5393 2.95065 2.72379 2.15063 1.73347 -61.9583 7.63577 -6.19301 2.30142 9.98099 2.82389 -0.628545 -2.67447 3.49937 -4.166 -2.57727 2.89659 GIH SAS
NA20869 67.5374 34.8208 77.0072 -36.5894 1.02476 2.57233 -0.976146 1.90256 -64.7741 9.57538 -4.22631 4.15425 3.58333 -4.4475 2.78562 0.280739 -2.79276 -4.05625 -0.523272 -3.01299 GIH SAS
NA20870 63.8107 54.74 46.5504 -14.7118 0.572057 -1.09582 -0.234925 -0.981312 -3.22574 -9.25898 4.51188 -17.2287 -0.00495839 9.96172 -0.627097 -1.825 -6.58727 -5.02353 1.7016 -8.11149 GIH SAS
NA20872 65.0679 53.2415 54.8908 -21.6931 -1.56369 -2.60062 -0.577551 1.28117 -9.24426 -7.30429 4.60819 -12.7529 1.62595 8.66336 3.86026 0.116239 -4.13571 -6.78413 1.94596 -2.91092 GIH SAS
NA20874 65.1539 37.1398 64.7954 -23.9413 2.0369 1.15737 2.63221 2.02725 -0.179536 4.2222 5.97748 -8.56401 3.50262 10.0849 4.70824 1.22304 0.627078 -1.6692 1.00246 -9.55008 GIH SAS
NA20875 67.6933 34.6315 81.363 -35.4166 2.38464 3.45425 -0.348651 0.974368 -57.4567 8.94856 -9.90801 1.28944 5.75162 -5.72795 0.78513 -1.21643 4.73773 0.669659 -2.56245 5.52023 GIH SAS
NA20876 65.0253 35.0433 77.1802 -35.1127 1.71479 -1.13497 1.08005 1.10622 -60.2091 -0.304073 -4.61499 7.99112 6.24743 1.63936 -4.42666 -2.2424 7.77379 -0.704023 4.29521 0.411374 GIH SAS
NA20877 66.4403 35.5847 76.4305 -34.4657 3.00151 3.7016 0.139454 3.20529 -62.4616 25.0938 -6.89496 -2.25763 18.0903 -11.0108 -10.4849 -4.31744 0.300519 1.76279 -3.82767 0.104417 GIH SAS
NA20878 68.8435 34.3942 78.2116 -34.7922 1.31968 -0.254978 -0.430952 1.52938 -61.5204 20.3186 -1.50613 -2.78169 10.5976 -3.96611 -3.61669 -2.26941 -5.34217 2.99227 0.592856 4.44775 GIH SAS
NA20881 64.4239 50.7669 58.9891 -22.3213 1.95973 2.45085 2.19745 -3.51692 2.85239 -11.6331 1.01014 -5.91955 -0.558688 16.7229 -1.89649 0.578777 -9.5055 0.363519 -1.4793 4.36949 GIH SAS
NA20882 63.9664 45.0814 59.282 -21.9198 -0.315551 3.87403 2.78142 -0.244528 -0.255188 -13.9954 9.49339 -51.3363 -13.1827 121.07 22.8526 -9.05002 -163.594 -7.02607 -7.91967 44.1789 GIH SAS
NA20884 65.6734 29.3404 80.0012 -33.1294 2.2538 1.51691 -2.49386 1.97138 -58.6736 13.7668 -3.07789 4.02695 6.47183 -7.9858 -0.965574 -0.5222 5.72203 1.8672 -1.73784 7.13019 GIH SAS
NA20885 68.0414 44.6742 58.2454 -22.3604 -1.68051 4.26268 -2.02089 3.32368 5.40877 13.0603 5.3254 -17.1852 1.51718 2.94607 0.0259024 -2.22702 -17.0031 -0.0677307 -6.68956 2.30895 GIH SAS
NA20886 64.091 46.9387 55.8134 -23.1554 2.94362 4.94556 2.78114 0.0653997 -7.99447 -22.9841 4.31699 -9.65543 -0.129111 8.56513 4.93166 1.10993 -3.58637 -3.02773 5.52629 -1.65585 GIH SAS
NA20887 66.3319 37.8041 69.8614 -30.8348 1.4839 5.77424 0.20003 -0.034094 -6.27847 -1.84053 -0.257797 -5.48972 3.42978 -1.5477 0.170565 0.81238 -7.61537 2.00958 5.22266 -2.48579 GIH SAS
NA20888 67.9502 32.545 78.3242 -35.6055 5.83038 -1.33907 -0.25648 2.19742 -61.8721 27.1054 1.68817 2.61707 14.5955 0.431948 -1.8836 -1.64466 -1.55402 0.168917 5.27397 -1.72154 GIH SAS
NA20889 65.5005 38.0926 79.4986 -33.335 1.66736 2.61309 0.700723 1.17034 -63.1511 -3.0724 -8.69445 6.82811 -1.23397 -1.70113 0.868837 2.84877 -3.70056 -1.68144 -4.503 -1.14206 GIH SAS
NA20890 64.0627 46.0521 56.5578 -24.8234 3.71614 0.684027 -0.0853477 -1.92544 3.98185 -1.7729 -2.77147 -14.5287 0.625771 11.6098 6.83156 3.89121 -9.28766 3.90372 0.163579 -4.8536 GIH SAS
NA20891 68.3185 45.7396 60.403 -22.48 -0.228181 3.30762 -0.0858921 1.20056 3.86303 18.0486 14.6752 -63.2875 -5.33653 127.83 25.1242 -11.2298 -170.636 -4.37987 -8.50993 48.3298 GIH SAS
NA20892 65.3095 33.5158 79.1395 -32.8128 -1.96938 -3.78139 -0.255599 1.89929 -56.2873 11.6007 -0.436137 1.46342 0.00545233 -7.42808 -4.70922 -2.26822 6.97335 0.611513 -1.79934 -0.380756 GIH SAS
NA20894 67.0204 43.2541 65.8148 -25.0334 -1.22839 -1.77111 -2.54765 0.216611 -6.55771 0.493259 3.87035 -5.97407 2.7819 4.1325 -1.06353 -3.15696 -8.85919 -0.534829 1.83985 -2.41916 GIH SAS
NA20895 68.4551 40.216 66.2637 -25.873 0.0794055 3.21318 -3.94137 2.45725 -5.51751 -4.6507 -0.429719 -4.41776 3.30641 4.2309 5.41177 4.06962 5.73972 2.15543 1.74427 -0.0508675 GIH SAS
NA20896 67.0293 32.231 79.627 -35.6893 3.14789 1.52979 -0.267508 1.68874 -55.8055 20.908 -5.22589 3.52459 4.06425 -11.4171 -6.54163 -0.226766 -4.20824 -0.958549 3.1046 1.76605 GIH SAS
NA20897 66.526 22.3409 79.6534 -34.6735 2.4093 -3.23242 -1.96036 -1.20076 7.84839 4.94668 -7.29871 1.44221 0.431158 8.58368 1.84335 -1.4762 1.85368 2.34962 0.798252 2.23313 GIH SAS
NA20899 67.0484 34.0986 79.2254 -33.384 0.243616 2.24837 -0.208655 0.107537 -57.3583 -6.14213 -9.79935 13.8848 2.01379 -0.76596 6.65591 1.61797 0.199943 -0.922001 -6.3334 3.89688 GIH SAS
NA20900 66.5949 45.6108 59.2943 -22.4465 -0.489897 4.42234 2.64288 -0.784177 2.91105 -0.286547 15.5879 -76.6915 -14.1693 173.216 36.5025 -13.571 -232.399 -7.12791 -10.8962 64.6255 GIH SAS
NA20901 65.3108 36.8017 67.7138 -30.6394 1.55107 0.0449937 -0.643004 1.82061 -3.8254 -0.475707 9.03401 -8.14848 1.77247 10.1921 -1.24265 -3.99613 -2.46124 1.57277 -0.0422364 -1.48977 GIH SAS
NA20902 66.2466 30.8501 82.7802 -37.806 1.93467 2.73737 -0.295566 1.09147 -69.464 4.76387 -11.3541 5.96583 8.60578 -0.173606 1.95975 -1.77056 -1.09584 -1.66282 1.74104 7.5546 GIH SAS
NA20903 65.0384 40.5898 69.8167 -28.4698 0.569254 2.82619 1.58924 -0.364858 -10.0215 -7.37108 1.82845 -2.43644 -4.09081 7.28488 2.75921 -2.84253 -5.35547 -5.78612 1.9036 2.72938 GIH SAS
NA20904 66.689 51.5667 50.2534 -18.6793 -3.25038 3.18369 0.096868 -0.941337 -1.76786 -7.69697 1.40564 -2.84064 7.35123 4.40444 -5.74472 -3.19337 -8.2878 -0.626561 -0.0625058 -2.80585 GIH SAS
NA20905 66.6206 38.619 73.356 -28.7119 -0.776139 2.03014 0.169398 6.22654 -1.96722 -1.63864 3.70664 0.0185934 -3.6828 5.29454 -2.07136 1.80852 -6.55482 1.33327 1.29193 -0.914942 GIH SAS
NA20906 64.3633 26.3189 77.2037 -32.6962 -1.45067 0.640344 0.331668 1.11544 12.8428 -12.8358 -0.82475 3.84075 -5.44164 3.67102 0.640458 3.5279 1.40796 -0.0522626 1.96352 -2.12612 GIH SAS
NA20908 66.8852 29.0307 76.0827 -33.0995 0.429264 1.16224 0.407967 -0.0799058 11.1449 10.6065 -6.14263 -0.919821 1.70049 -4.74143 0.161281 3.4905 1.77264 2.35408 -2.23617 -0.516749 GIH SAS
NA20910 62.7416 51.5667 53.2766 -19.1728 2.03971 5.61722 1.95175 -0.0951044 -8.78596 -2.82126 3.93531 -12.4325 8.23651 11.5453 2.48523 -1.83157 -6.4081 -5.49723 -5.33986 2.11232 GIH SAS
NA20911 65.6336 34.2714 77.6731 -33.0991 1.75956 -1.03175 -0.358402 -0.386067 -54.2453 11.6235 -9.71333 1.74489 -2.17944 -2.18439 -3.13753 1.06194 7.59188 5.85353 -1.292 2.09835 GIH SAS
NA21086 67.1979 31.2157 78.7271 -31.4769 2.90641 1.74967 -1.02852 -1.01676 -52.8934 2.09056 -6.19976 4.60002 6.54269 1.05516 1.54679 4.15717 3.52781 1.28574 -2.5192 2.69953 GIH SAS
NA21087 67.3397 32.3073 77.9068 -35.3788 5.23682 2.63327 0.210348 3.26928 -48.6889 19.6926 -5.35026 1.95672 9.71245 -10.4733 -2.36905 -3.98189 2.23284 0.889324 -2.51583 -2.05161 GIH SAS
NA21088 66.5071 35.1116 74.8623 -33.4254 1.67509 6.53339 3.01058 0.035739 -57.1628 -2.13891 -0.0455841 5.50479 1.37029 -0.579047 -1.98624 2.20668 0.666554 0.128921 -4.99436 1.65045 GIH SAS
NA21089 66.5556 33.4218 78.3555 -34.2794 3.23627 2.15069 0.880456 5.08003 -62.2268 7.27513 -7.63837 5.66607 4.44183 0.0785849 2.9265 1.70093 -1.33745 0.85688 -0.809077 -4.4885 GIH SAS
NA21090 63.306 34.5573 81.6673 -36.3056 -0.43367 3.91614 1.87496 0.64913 -54.7838 -3.20627 -14.1398 7.14615 3.14348 -4.27541 2.64025 -0.367496 6.10734 -4.66935 1.40891 0.784096 GIH SAS
NA21091 66.1346 35.7507 78.8541 -33.5699 2.66195 0.910395 1.87773 2.15837 -56.0901 8.61077 -5.94634 1.0336 7.69875 2.8597 5.13002 1.40829 4.64809 -0.740398 -4.24363 -5.2789 GIH SAS
NA21092 66.4771 37.989 68.3646 -29.1919 1.99148 -2.05785 -0.621388 2.84651 -6.27806 4.07114 1.08049 -4.55682 1.26424 -1.82764 0.576982 3.28677 5.71376 -2.14491 0.0514266 1.2045 GIH SAS
NA21093 66.6572 33.7724 83.6744 -34.8089 4.54884 1.16223 1.13244 2.13122 -69.6463 9.61866 -8.28434 6.82846 2.29917 -3.3969 4.1559 1.67904 -2.68728 -3.5656 -2.74254 -2.99004 GIH SAS
NA21094 64.1108 33.068 78.9762 -35.6242 1.35242 -0.456022 1.81664 2.69678 -67.4811 14.7654 -8.36564 3.12639 5.12359 -2.70993 5.40504 -0.350591 3.73275 -4.13361 7.2358 1.36634 GIH SAS
NA21095 66.0724 32.6495 76.3246 -34.3332 1.36221 4.53777 0.446388 0.595076 0.0342814 4.20533 2.72514 -4.78571 -3.29827 -3.52001 -1.25858 7.46362 0.118466 -1.1147 2.2691 1.39191 GIH SAS
NA21097 65.148 36.8399 69.2711 -31.4526 2.68866 -0.405014 0.509699 -0.318504 -0.647788 0.643931 -0.954415 -11.8643 -1.96645 5.59434 7.37985 4.28013 -1.34968 -2.32861 2.35602 0.704649 GIH SAS
NA21098 66.355 31.5535 77.1589 -33.5439 3.18423 3.35069 -1.64591 -2.21501 -63.4882 -8.20453 -14.1016 10.8607 -3.82033 -0.718945 7.74486 1.35392 -1.54909 3.73067 -1.5516 -1.74356 GIH SAS
NA21099 66.8219 36.7831 75.3712 -32.7588 -0.139949 -0.213815 -1.14544 3.12186 -59.831 27.1455 -3.25531 0.830927 8.67398 -9.9872 -6.16942 -2.22559 -5.06295 -5.28288 -1.7436 -2.23819 GIH SAS
NA21100 65.183 34.2563 79.8006 -37.9129 -0.167103 2.66849 1.82098 -0.344053 -63.523 8.3892 -4.4928 10.0084 5.01479 -0.238358 1.67748 0.816321 -3.89618 -3.2954 -6.51735 8.64883 GIH SAS
NA21101 65.8319 33.4647 73.4707 -36.0835 3.78967 0.731227 -0.672227 -2.08511 -48.7772 8.28134 -8.89108 3.28048 3.46527 -5.4462 2.26242 -3.07349 1.41605 -2.34489 -4.07828 -2.02499 GIH SAS
NA21102 65.4133 33.1682 77.7884 -34.7522 4.04978 1.67441 0.790619 0.190491 -60.0518 0.270952 -14.1077 4.00057 2.55537 -6.47612 1.56855 2.13062 2.85525 5.44488 1.87397 4.93077 GIH SAS
NA21103 65.3278 32.8017 76.3962 -33.0873 -0.358884 0.489742 -0.426559 0.212118 -61.2742 18.1834 -8.7187 2.91451 10.8409 -13.8698 2.26787 -1.1544 -2.58856 -5.21217 0.931282 -2.52177 GIH SAS
NA21104 66.5469 34.4191 78.8776 -35.3157 1.67512 1.75378 0.350025 5.61606 -61.1681 21.6029 -3.86434 -1.8947 3.01078 -4.78256 -1.10255 -3.63371 -3.3853 2.95646 1.58381 1.9371 GIH SAS
NA21105 67.1228 36.543 74.4246 -29.6781 4.27298 1.95369 0.659825 1.00168 -40.2495 14.3499 -8.47591 5.93698 4.14818 1.1028 -7.3209 -0.356962 1.22164 -0.718362 -3.09541 6.68359 GIH SAS
NA21106 66.2904 33.6463 79.8743 -35.8879 1.92874 -1.10799 0.290771 -0.625454 -61.7756 -3.69084 -12.2726 14.0439 1.77444 -5.72346 -2.13236 3.26364 -2.77371 -2.49865 -4.84034 2.73159 GIH SAS
NA21107 66.2776 36.3214 77.1535 -32.2179 -1.7962 2.20773 3.15178 3.05478 -66.5162 3.74671 -4.18553 9.23256 2.08684 -1.77306 2.41374 2.76277 5.70523 -1.97074 1.96837 -2.693 GIH SAS
NA21108 65.03 51.2102 54.7636 -20.3349 -0.864341 2.20542 0.416053 -1.35254 -16.0313 -11.5391 -1.70323 -2.90135 -11.1278 5.98685 7.50975 -0.962654 -8.11274 3.37975 2.46591 4.06726 GIH SAS
NA21109 64.8733 34.0168 79.0911 -35.7219 1.25967 -1.68163 0.0216635 2.18143 -74.8893 15.5063 -4.83859 7.3393 2.78064 -6.91235 0.174988 -2.20906 4.49392 0.857 -4.15204 -4.71476 GIH SAS
NA21110 67.7156 34.9442 79.8768 -34.2907 4.00264 2.35857 1.12099 0.453325 -58.4779 -8.47994 -9.18075 12.3874 -4.14803 7.07346 0.692381 -1.39566 -4.326 -4.04859 2.6155 -2.44504 GIH SAS
NA21111 66.7628 33.6323 72.8928 -32.515 -0.43814 0.671454 -0.366705 -0.69892 -51.8553 -7.2722 -6.09088 9.3231 2.16143 -1.92826 3.07091 0.811422 1.43814 4.98591 -2.43336 -5.0398 GIH SAS
